ID,N_VICTIMAS,AÑO,MES,DIA_SEMANA,DIA_SEMANA_NOM,HORA,TIPO_DE_CALLE,VIAS_INVOL,INTERSECCION,COMUNA,PARTICIPANTES,VICTIMA,ACUSADO,LONGITUD,LATITUD
2019-0029,1,2019,4,6,DOMINGO,10.25,AVENIDA,"['FERNANDEZ DE LA CRUZ, F., GRAL. AV.', 'PAZ, GRAL. AV.']",1,8,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,-58.47976785,-34.69153196
2019-0030,1,2019,4,1,MARTES,16.0,CALLE,"['ALVAREZ, DONATO, TTE. GRAL.', 'YERBAL']",1,7,MOTO-CARGAS,MOTO,CARGAS,-58.45457546,-34.62447891
2019-0031,1,2019,4,4,VIERNES,19.916666666666668,AVENIDA,"['CORDOBA AV.', 'MADERO, EDUARDO AV.']",1,1,BICICLETA-CARGAS,BICICLETA,CARGAS,-58.36951669,-34.59832047
2019-0032,1,2019,4,1,MARTES,11.0,AVENIDA,"['CAMARONES', 'ALVAREZ, DONATO, TTE. GRAL. AV.']",1,11,PEATON-AUTO,PEATON,AUTO,-58.46415322,-34.6044379
2019-0033,1,2019,4,3,JUEVES,1.0,AUTOPISTA,"['AUTOPISTA 25 DE MAYO', 'HUERGO, ING. AV.']",1,1,MOTO-SD,MOTO,SD,-58.36607137,-34.62150748
2019-0034,1,2019,4,6,DOMINGO,9.133333333333333,AVENIDA,"['MORENO, PERITO AV.']",0,7,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,-58.45537373,-34.65093074
2019-0035,1,2019,4,1,MARTES,14.166666666666666,CALLE,['SUIPACHA'],0,1,PEATON-BICICLETA,PEATON,BICICLETA,-58.37942637,-34.60053054
2019-0036,1,2019,4,4,VIERNES,22.766666666666666,CALLE,"['RIGLOS', 'FORMOSA']",1,6,MOTO-AUTO,MOTO,AUTO,-58.4368044,-34.62147504
2019-0037,1,2019,5,2,MIÉRCOLES,23.166666666666668,AVENIDA,"['LA RIOJA', 'INDEPENDENCIA AV.']",1,3,MOTO-AUTO,MOTO,AUTO,-58.40778291,-34.61971907
2019-0038,1,2019,5,5,SÁBADO,14.166666666666666,AVENIDA,"['UDAONDO, GUILLERMO AV.', 'FIGUEROA ALCORTA, PRES. AV.']",1,13,PEATON-MOTO,PEATON,MOTO,-58.45212523,-34.54628513
2019-0039,1,2019,5,3,JUEVES,3.0833333333333335,AVENIDA,"['SAN PEDRITO AV.', 'DIRECTORIO AV.']",1,7,MOTO-AUTO,MOTO,AUTO,-58.46749188,-34.63551751
2019-0040,1,2019,5,3,JUEVES,12.75,CALLE,"['PUAN', 'SANTANDER']",1,7,MOTO-SD,MOTO,SD,-58.4426358,-34.63679732
2019-0041,1,2019,5,5,SÁBADO,20.5,AVENIDA,"['ALBERDI, JUAN BAUTISTA AV.', 'ANDALGALA']",1,9,MULTIPLE,AUTO,MULTIPLE,-58.51140289,-34.65846419
2019-0042,1,2019,5,1,MARTES,15.0,CALLE,"['LIMA', 'CONSTITUCION']",1,1,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.38211431,-34.62465368
2019-0043,1,2019,5,1,MARTES,9.0,AVENIDA,"['CORDOBA AV.', 'MADERO, EDUARDO AV.']",1,1,BICICLETA-CARGAS,BICICLETA,CARGAS,-58.36951669,-34.59832047
2019-0044,1,2019,5,0,LUNES,12.75,AVENIDA,['BOEDO AV.'],0,5,PEATON-MOTO,PEATON,MOTO,-58.41635217,-34.62036547
2019-0045,1,2019,6,0,LUNES,7.45,AVENIDA,"['DEL LIBERTADOR AV.', 'REPUBLICA DE LA INDIA']",1,14,MOTO-CARGAS,MOTO,CARGAS,-58.41316147,-34.57579669
2019-0046,1,2019,6,1,MARTES,9.0,GRAL PAZ,"['PAZ, GRAL. AV.', 'CABILDO AV.']",1,13,MOTO-AUTO,MOTO,AUTO,-58.47617802,-34.53825652
2019-0047,1,2019,6,3,JUEVES,10.0,AVENIDA,['CASEROS AV.'],0,4,PEATON-CARGAS,PEATON,CARGAS,-58.38641783,-34.63330028
2019-0048,1,2019,6,4,VIERNES,7.0,AVENIDA,['AVELLANEDA AV.'],0,6,MOTO-CARGAS,MOTO,CARGAS,-58.45322169,-34.62038137
2019-0049,1,2019,6,5,SÁBADO,9.333333333333334,CALLE,"['CIUDAD DE LA PAZ', 'MENDOZA']",1,13,PEATON-CARGAS,PEATON,CARGAS,-58.45849057,-34.56166498
2019-0050,1,2019,6,5,SÁBADO,23.583333333333332,AVENIDA,"['SALGUERO, JERONIMO', 'HONDURAS AV.']",1,14,MOTO-CARGAS,MOTO,CARGAS,-58.41829559,-34.59411677
2019-0051,1,2019,6,1,MARTES,10.0,CALLE,"['FILIBERTO, JUAN DE DIOS', 'OLAVARRIA']",1,4,MOTO-AUTO,MOTO,AUTO,-58.36376488,-34.63832093
2019-0053,1,2019,6,4,VIERNES,17.333333333333332,AVENIDA,"['ASTURIAS AV.', 'CASTA?ARES AV.']",1,8,AUTO-AUTO,AUTO,AUTO,-58.46442668,-34.66004784
2019-0054,1,2019,6,3,JUEVES,3.0,CALLE,['GANDARA'],0,15,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,-58.48222035,-34.58428769
2019-0055,1,2019,6,3,JUEVES,19.75,AVENIDA,"['GUEVARA, TRINIDAD', 'MADERO, EDUARDO AV.']",1,1,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.36819005,-34.60283208
2019-0056,1,2019,6,5,SÁBADO,17.266666666666666,AVENIDA,['BOYACA AV.'],0,7,PEATON-AUTO,PEATON,AUTO,-58.45877601,-34.62330939
2019-0057,1,2019,7,4,VIERNES,19.0,CALLE,"['ARTILLEROS', 'LA PAMPA']",1,13,PEATON-AUTO,PEATON,AUTO,-58.44196498,-34.55760517
2019-0058,1,2019,7,2,MIÉRCOLES,9.333333333333334,AUTOPISTA,['AUTOPISTA PERITO MORENO'],0,10,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.50622631,-34.63627822
2019-0059,1,2019,7,5,SÁBADO,22.583333333333332,CALLE,"['15 DE NOVIEMBRE DE 1889', 'SANTIAGO DEL ESTERO']",1,1,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.3841088,-34.63099197
2019-0060,1,2019,7,2,MIÉRCOLES,11.333333333333334,AVENIDA,"['ACOSTA, MARIANO AV.', 'FALCON, RAMON L.,CNEL.']",1,10,PEATON-AUTO,PEATON,AUTO,-58.48100602,-34.63504312
2019-0061,1,2019,7,2,MIÉRCOLES,18.666666666666668,CALLE,"['11 DE SEPTIEMBRE DE 1888', 'MENDOZA']",1,13,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.45200171,-34.5578132
2019-0062,1,2019,8,3,JUEVES,23.0,AVENIDA,"['PINO, VIRREY DEL', 'CAMPOS, LUIS M. AV.']",1,13,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.44462132,-34.56201105
2019-0063,1,2019,8,6,DOMINGO,1.5,AVENIDA,"['FOREST AV.', 'MAURE']",1,15,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.45220688,-34.58711712
2019-0064,1,2019,8,1,MARTES,3.25,AVENIDA,"['BOYACA AV.', 'AVELLANEDA AV.']",1,7,MOTO-AUTO,MOTO,AUTO,-58.4596221,-34.6224514
2019-0065,1,2019,8,3,JUEVES,16.75,CALLE,"['BARCO CENTENERA DEL', 'TILCARA']",1,4,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.4197085,-34.65414867
2019-0066,1,2019,8,6,DOMINGO,21.25,AVENIDA,"['RIESTRA AV.', 'BOLIVAR (NO OFICIAL)']",1,7,PEATON-AUTO,PEATON,AUTO,-58.44187596,-34.64938031
2019-0067,1,2019,8,2,MIÉRCOLES,15.0,CALLE,"['CASTRO, EMILIO']",0,10,MOTO-CARGAS,MOTO,CARGAS,-58.49101637,-34.64276621
2019-0068,1,2019,8,2,MIÉRCOLES,17.666666666666668,AVENIDA,['27 DE FEBRERO AV.'],0,8,MOTO-MOTO,MOTO,MOTO,-58.42493829,-34.66256502
2019-0069,1,2019,8,5,SÁBADO,5.416666666666667,AVENIDA,"['GARAY, JUAN DE AV.']",0,4,MOTO-AUTO,MOTO,AUTO,-58.40489318,-34.62930162
2019-0070,1,2019,8,3,JUEVES,12.5,AVENIDA,"['SCALABRINI ORTIZ, RAUL AV.', 'GORRITI']",1,14,MOTO-BICICLETA,MOTO,BICICLETA,-58.4268668,-34.59217875
2019-0071,1,2019,8,1,MARTES,11.5,AVENIDA,"['PRIMERA JUNTA', 'OLIVERA AV.']",1,9,PEATON-CARGAS,PEATON,CARGAS,-58.479611,-34.65620398
2019-0072,1,2019,8,2,MIÉRCOLES,6.333333333333333,AVENIDA,"['ALBERDI, JUAN BAUTISTA AV.', 'AZUL']",1,10,AUTO-AUTO,AUTO,AUTO,-58.47439934,-34.63524207
2019-0073,1,2019,8,3,JUEVES,1.8333333333333335,AVENIDA,['ALVAREZ THOMAS AV.'],0,15,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,-58.46711912,-34.57926018
2019-0074,1,2019,8,3,JUEVES,9.0,AUTOPISTA,"['LUGONES, LEOPOLDO AV.', 'PAZ, GRAL. AV.']",1,13,MOTO-CARGAS,MOTO,CARGAS,-58.46514781,-34.53465378
2019-0075,1,2019,8,4,VIERNES,23.333333333333332,CALLE,"['SAN ANTONIO', 'LUJAN']",1,4,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.37571078,-34.65584079
2019-0076,1,2019,9,3,JUEVES,18.0,AUTOPISTA,['AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI'],0,4,MOTO-CARGAS,MOTO,CARGAS,-58.37157668,-34.65429986
2019-0077,1,2019,9,6,DOMINGO,3.6666666666666665,AVENIDA,"['FIGUEROA ALCORTA, PRES. AV.', 'TAGLE']",1,14,PEATON-AUTO,PEATON,AUTO,-58.39811256,-34.58070186
2019-0078,1,2019,9,3,JUEVES,8.416666666666666,AVENIDA,"['EINSTEIN, ALBERTO', 'ALCORTA, AMANCIO AV.']",1,4,PEATON-CARGAS,PEATON,CARGAS,-58.41125934,-34.6541774
2019-0079,1,2019,9,1,MARTES,5.5,CALLE,"['AGRELO', 'COLOMBRES']",1,5,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.41822901,-34.61866836
2019-0080,1,2019,9,1,MARTES,18.666666666666668,GRAL PAZ,"['CABILDO AV.', 'PAZ, GRAL. AV.']",1,13,PEATON-MOTO,PEATON,MOTO,-58.47617802,-34.53825652
2019-0081,1,2019,9,0,LUNES,16.0,AVENIDA,['ELCANO AV.'],0,15,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.46141281,-34.58623761
2019-0082,1,2019,9,2,MIÉRCOLES,7.75,AVENIDA,"['RABANAL, FRANCISCO, INTENDENTE AV.']",0,8,BICICLETA-CARGAS,BICICLETA,CARGAS,-58.42985146,-34.6611974
2019-0083,1,2019,9,3,JUEVES,8.0,CALLE,"['MONTE', 'CORVALAN']",1,9,AUTO-AUTO,AUTO,AUTO,-58.48457413,-34.6583909
2019-0084,1,2019,9,4,VIERNES,11.75,CALLE,"['TANDIL', 'LAFUENTE']",1,7,BICICLETA-CARGAS,BICICLETA,CARGAS,-58.46572884,-34.63628186
2019-0085,1,2019,10,2,MIÉRCOLES,22.3,CALLE,"['CARDOSO', 'BACACAY']",1,10,BICICLETA-TREN,BICICLETA,TREN,-58.49261744,-34.6341913
2019-0086,1,2019,10,1,MARTES,14.166666666666666,AVENIDA,['CORRIENTES AV.'],0,15,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.45283186,-34.5884156
2019-0087,1,2019,10,0,LUNES,21.0,AVENIDA,"['ALVAREZ THOMAS AV.', 'MENDOZA']",1,12,MOTO-MOTO,MOTO,MOTO,-58.47973681,-34.57418656
2019-0088,1,2019,10,1,MARTES,20.0,AVENIDA,"['ALCORTA, AMANCIO AV.', 'BONAVENA, OSCAR NATALIO']",1,4,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.40623949,-34.65076549
2019-0089,1,2019,10,2,MIÉRCOLES,15.75,AVENIDA,"['BROWN, ALTE. AV.', 'BLANES, JUAN MANUEL']",1,4,PEATON-CARGAS,PEATON,CARGAS,-58.36244648,-34.63107887
2019-0090,1,2019,10,3,JUEVES,18.433333333333334,AVENIDA,"['ALBERDI, JUAN BAUTISTA AV.']",0,9,PEATON-MOTO,PEATON,MOTO,-58.49962423,-34.64868027
2019-0091,1,2019,11,4,VIERNES,20.833333333333332,AVENIDA,"['JUSTO, JUAN B. AV.', 'CAMARGO']",1,15,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.44551437,-34.59559816
2019-0092,1,2019,11,6,DOMINGO,10.5,CALLE,"['BRIN, MINISTRO', 'SUAREZ']",1,4,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.35608181,-34.63420319
2019-0093,1,2019,11,2,MIÉRCOLES,11.833333333333334,AVENIDA,"['NIZA', 'JUSTO, JUAN B. AV.']",1,11,BICICLETA-OTRO,BICICLETA,OTRO,-58.46483679,-34.60907662
2019-0094,1,2019,11,0,LUNES,14.0,CALLE,"['CAMARGO', 'SERRANO']",1,15,MOTO-OTRO,MOTO,OTRO,-58.44368628,-34.59724326
2019-0095,1,2019,11,2,MIÉRCOLES,15.5,AUTOPISTA,['AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI'],0,1,MOTO-CARGAS,MOTO,CARGAS,-58.37864583,-34.62907067
2019-0096,1,2019,11,4,VIERNES,19.55,AVENIDA,"['CASEROS AV.', 'PIEDRAS']",1,1,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.37560352,-34.62726382
2019-0097,1,2019,11,0,LUNES,8.833333333333334,AUTOPISTA,['AUTOPISTA PERITO MORENO'],0,9,MULTIPLE,MOTO,MULTIPLE,-58.47721439,-34.64815069
2019-0098,1,2019,11,0,LUNES,14.0,AVENIDA,['GUZMAN'],0,15,PASAJEROS-PASAJEROS,PASAJEROS,PASAJEROS,-58.45134029,-34.58984288
2019-0100,1,2019,12,3,JUEVES,17.5,AVENIDA,['DE LOS CONSTITUYENTES AV.'],0,12,MOTO-AUTO,MOTO,AUTO,-58.49040794,-34.58368803
2019-0101,1,2019,12,1,MARTES,4.333333333333333,AVENIDA,"['MORENO, PERITO AV.', 'TILCARA AV.']",1,4,MOTO-MOTO,MOTO,MOTO,-58.42102679,-34.64991178
2019-0102,1,2019,12,1,MARTES,14.5,CALLE,"['IBARROLA', 'GORDILLO, TIMOTEO']",1,9,MOTO-AUTO,MOTO,AUTO,-58.52219407,-34.64143926
2019-0103,1,2019,12,2,MIÉRCOLES,14.0,GRAL PAZ,"['PAZ, GRAL. AV.', 'GRIVEO']",1,11,MOTO-MOTO,MOTO,MOTO,-58.52169422,-34.5947164
2019-0104,1,2019,12,5,SÁBADO,4.416666666666667,AVENIDA,"['RIVADAVIA AV.', 'PERGAMINO']",1,10,MOTO-AUTO,MOTO,AUTO,-58.47460416,-34.63206174
2019-0105,1,2019,5,6,DOMINGO,11.0,AVENIDA,"['SANTO TOME', 'SEGUROLA AV.']",1,10,PEATON-AUTO,PEATON,AUTO,-58.50512382,-34.61520391
2020-0001,1,2020,1,5,SÁBADO,10.666666666666666,CALLE,"['URIARTE', 'LOYOLA']",1,15,PEATON-AUTO,PEATON,AUTO,-58.43910409,-34.59213355
2020-0002,1,2020,1,6,DOMINGO,20.0,AVENIDA,"['SARAZA', 'VARELA AV.']",1,7,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,-58.45019436,-34.64646409
2020-0003,1,2020,1,5,SÁBADO,6.0,AVENIDA,"['RIVADAVIA AV.', 'COMBATE DE LOS POZOS']",1,3,PEATON-AUTO,PEATON,AUTO,-58.39337644,-34.60927582
2020-0004,1,2020,1,1,MARTES,21.666666666666668,AVENIDA,"['RODRIGUEZ PE?A', 'RIVADAVIA AV.']",1,1,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.39055614,-34.60919284
2020-0005,1,2020,1,1,MARTES,6.0,AVENIDA,"['24 DE NOVIEMBRE', 'SAN JUAN AV.']",1,3,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.41036975,-34.62477021
2020-0006,1,2020,1,0,LUNES,12.916666666666666,AVENIDA,['LAFUENTE AV.'],0,8,MOTO-CARGAS,MOTO,CARGAS,-58.44925765,-34.65412546
2020-0007,1,2020,1,0,LUNES,0.6166666666666667,CALLE,"['CHILE', 'LIMA']",1,1,PEATON-MOTO,PEATON,MOTO,-58.3815685,-34.61648696
2020-0008,1,2020,1,3,JUEVES,7.166666666666667,AVENIDA,"['CORDOBA AV.', 'JAURES, JEAN']",1,2,MOTO-CARGAS,MOTO,CARGAS,-58.40662899,-34.59804521
2020-0009,1,2020,2,1,MARTES,14.833333333333334,CALLE,"['PERON, JUAN DOMINGO, TTE. GENERAL', 'SALGUERO, JERONIMO']",1,5,PEATON-AUTO,PEATON,AUTO,-58.41985649,-34.6060085
2020-0010,1,2020,2,5,SÁBADO,5.75,AVENIDA,"['9 DE JULIO AV.', 'SAN JUAN AV.']",1,1,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,-58.38099833,-34.62214953
2020-0011,1,2020,2,2,MIÉRCOLES,11.483333333333333,CALLE,['COLOMBRES'],0,5,MOTO-CARGAS,MOTO,CARGAS,-58.41803309,-34.61823178
2020-0012,1,2020,2,1,MARTES,21.0,CALLE,['MEXICO'],0,3,PEATON-MOTO,PEATON,MOTO,-58.40604003,-34.61783553
2020-0013,1,2020,2,3,JUEVES,12.0,AVENIDA,"['COMBATIENTES DE MALVINAS AV.', 'TRIUNVIRATO AV.']",1,15,PEATON-MOTO,PEATON,MOTO,-58.47549929,-34.57994061
2020-0014,1,2020,2,3,JUEVES,2.2333333333333334,CALLE,"['BERMUDEZ', 'NOGOYA']",1,11,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.51398484,-34.61600366
2020-0015,1,2020,2,4,VIERNES,14.5,AVENIDA,"['BRASIL AV.', 'PASEO COLON AV.']",1,1,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.36797542,-34.62519403
2020-0016,1,2020,2,5,SÁBADO,13.0,AVENIDA,"['ALEM, LEANDRO N. AV.']",0,1,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.37133616,-34.59879316
2020-0017,1,2020,3,3,JUEVES,23.0,AVENIDA,"['BELGRANO AV.', 'RINCON']",1,3,PEATON-AUTO,PEATON,AUTO,-58.39613805,-34.61413568
2020-0018,1,2020,3,0,LUNES,14.0,AVENIDA,"['UDAONDO, GUILLERMO AV.']",0,13,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,-58.44903073,-34.54200276
2020-0019,1,2020,3,1,MARTES,21.0,CALLE,"['CONSTITUCION', 'CASTRO']",1,5,PEATON-AUTO,PEATON,AUTO,-58.41972364,-34.6284667
2020-0020,1,2020,3,4,VIERNES,17.5,AVENIDA,"['PUEYRREDON AV.', 'GOMEZ, VALENTIN']",1,3,PEATON-MOTO,PEATON,MOTO,-58.40571596,-34.60557123
2020-0021,1,2020,3,5,SÁBADO,16.833333333333332,CALLE,"['BRAVO, MARIO']",0,2,PEATON-AUTO,PEATON,AUTO,-58.4145159,-34.59488319
2020-0022,1,2020,4,1,MARTES,6.25,AUTOPISTA,"['AUTOPISTA DELLEPIANE LUIS TTE. GRAL.', 'ESCALADA AV.']",1,9,AUTO-CARGAS,AUTO,CARGAS,-58.47297505,-34.66245085
2020-0023,1,2020,4,3,JUEVES,18.7,AVENIDA,"['ARAOZ DE LAMADRID, GREGORIO, GRAL.', 'BROWN, ALTE. AV.']",1,4,AUTO-CARGAS,AUTO,CARGAS,-58.35791192,-34.63695178
2020-0024,1,2020,4,4,VIERNES,7.966666666666667,CALLE,['MURGUIONDO'],0,9,AUTO-AUTO,AUTO,AUTO,-58.50801713,-34.65177305
2020-0025,1,2020,5,1,MARTES,5.583333333333333,AVENIDA,['RIVADAVIA AV.'],0,3,PEATON-AUTO,PEATON,AUTO,-58.40258477,-34.60975108
2020-0026,1,2020,5,6,DOMINGO,6.666666666666667,AUTOPISTA,"['LUGONES, LEOPOLDO AV.']",0,14,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,-58.42525456,-34.57866344
2020-0027,1,2020,5,0,LUNES,8.0,AVENIDA,"['DELLEPIANE, LUIS, TTE. GRAL.', 'MONTIEL']",1,8,PEATON-CARGAS,PEATON,CARGAS,-58.48267426,-34.68454456
2020-0028,1,2020,5,1,MARTES,10.0,AVENIDA,"['SCALABRINI ORTIZ, RAUL AV.', 'WARNES AV.']",1,15,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.44248936,-34.60221948
2020-0029,1,2020,6,2,MIÉRCOLES,14.0,GRAL PAZ,"['PAZ, GRAL. AV.', 'ROFFO, ANGEL H., DR.']",1,9,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.52909134,-34.63886726
2020-0030,1,2020,6,1,MARTES,15.0,AVENIDA,['SAN MARTIN AV.'],0,6,MULTIPLE,MOTO,MULTIPLE,-58.45158942,-34.6064658
2020-0031,1,2020,6,1,MARTES,8.0,AVENIDA,"['GARZON, EUGENIO, GRAL. AV.', 'LARRAYA']",1,9,MOTO-CARGAS,MOTO,CARGAS,-58.49344309,-34.65788529
2020-0032,1,2020,7,4,VIERNES,23.0,AVENIDA,"['CORRIENTES AV.', 'SERRANO']",1,15,MOTO-AUTO,MOTO,AUTO,-58.44259166,-34.59635137
2020-0033,1,2020,7,6,DOMINGO,6.416666666666667,GRAL PAZ,"['PAZ, GRAL. AV.', 'DEL LIBERTADOR AV.']",1,13,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,-58.46743471,-34.53476874
2020-0034,1,2020,8,6,DOMINGO,3.3333333333333335,CALLE,"['MITRE, BARTOLOME', 'ANCHORENA, TOMAS MANUEL DE, DR.']",1,3,PEATON-AUTO,PEATON,AUTO,-58.41178158,-34.60922259
2020-0035,1,2020,8,1,MARTES,5.5,AUTOPISTA,['AUTOPISTA 25 DE MAYO'],0,7,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.45068621,-34.63638927
2020-0036,1,2020,8,4,VIERNES,18.666666666666668,AVENIDA,"['SCALABRINI ORTIZ, RAUL AV.', 'PARAGUAY']",1,14,PEATON-MOTO,PEATON,MOTO,-58.42016954,-34.5877879
2020-0037,1,2020,8,5,SÁBADO,4.5,AVENIDA,"['FERNANDEZ DE LA CRUZ, F., GRAL. AV.', 'VARELA AV.']",1,8,PEATON-AUTO,PEATON,AUTO,-58.43850413,-34.65554754
2020-0038,2,2020,8,6,DOMINGO,4.0,AVENIDA,"['LAS HERAS GENERAL AV.', 'DIAZ, CNEL. AV.']",1,14,AUTO-AUTO,AUTO,AUTO,-58.40617526,-34.58345898
2020-0039,1,2020,9,1,MARTES,19.283333333333335,CALLE,['MURGUIONDO'],0,9,PEATON-CARGAS,PEATON,CARGAS,-58.50877521,-34.66977709
2020-0040,1,2020,9,5,SÁBADO,3.5,AVENIDA,"['CASTILLO, RAMON S., PRES. AV.', 'CALLE 12 (NO OFICIAL)']",1,2,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,-58.38526125,-34.5780581
2020-0041,1,2020,9,0,LUNES,1.75,AVENIDA,"['CURAPALIGUE', 'PERON, EVA AV.']",1,7,MOTO-PASAJEROS,MOTO,PASAJEROS,-58.4475047,-34.63491705
2020-0042,1,2020,9,1,MARTES,17.166666666666668,AVENIDA,"['DIAZ, ANA', 'SOLDADO DE LA FRONTERA AV.']",1,8,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.46745752,-34.68192648
2020-0043,1,2020,9,2,MIÉRCOLES,17.333333333333332,AVENIDA,"['ALEM, LEANDRO N. AV.', 'PARAGUAY']",1,1,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.37202621,-34.59717942
2020-0044,1,2020,10,0,LUNES,0.3333333333333333,AVENIDA,"['LA PLATA AV.', 'INDEPENDENCIA AV.']",1,6,AUTO-AUTO,AUTO,AUTO,-58.42779702,-34.62207347
2020-0045,1,2020,10,0,LUNES,3.0,GRAL PAZ,"['PAZ, GRAL. AV.', '27 DE FEBRERO AV.']",1,8,AUTO-CARGAS,AUTO,CARGAS,-58.46244952,-34.70524971
2020-0046,1,2020,10,1,MARTES,21.0,AVENIDA,"['NAZCA AV.', 'CARRANZA, ADOLFO P.']",1,11,MOTO-MOTO,MOTO,MOTO,-58.4844016,-34.60776782
2020-0047,1,2020,10,1,MARTES,14.0,AUTOPISTA,"['AUTOPISTA PRESIDENTE HECTOR J. CAMPORA', 'LACARRA AV.']",1,9,PEATON-CARGAS,PEATON,CARGAS,-58.46668375,-34.65174801
2020-0048,1,2020,10,3,JUEVES,20.333333333333332,AVENIDA,['DORREGO AV.'],0,15,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,-58.4495878,-34.59322448
2020-0049,1,2020,10,4,VIERNES,20.0,AVENIDA,"['DEL LIBERTADOR AV.', 'RAMOS MEJIA, JOSE MARIA, DR. AV.']",1,1,PEATON-AUTO,PEATON,AUTO,-58.37533517,-34.59276462
2020-0050,1,2020,11,6,DOMINGO,22.0,AVENIDA,"['SANTA FE AV.', 'GODOY CRUZ']",1,14,PEATON-MOTO,PEATON,MOTO,-58.42525456,-34.57866344
2020-0051,1,2020,11,3,JUEVES,0.6666666666666666,AVENIDA,"['AVELLANEDA AV.', 'MERCEDES']",1,10,MOTO-AUTO,MOTO,AUTO,-58.48493828,-34.62981124
2020-0052,1,2020,11,5,SÁBADO,6.833333333333333,AVENIDA,"['TUCUMAN', 'PUEYRREDON AV.']",1,3,BICICLETA-CARGAS,BICICLETA,CARGAS,-58.40480504,-34.60183884
2020-0053,1,2020,11,0,LUNES,3.5,AVENIDA,"['ALCORTA, AMANCIO AV.', 'EINSTEIN, ALBERTO']",1,4,AUTO-AUTO,AUTO,AUTO,-58.41125934,-34.6541774
2020-0054,1,2020,11,3,JUEVES,9.0,CALLE,"['INCLAN', 'ALBERTI']",1,4,BICICLETA-AUTO,BICICLETA,AUTO,-58.39956546,-34.6297708
2020-0055,1,2020,11,3,JUEVES,12.5,AVENIDA,['OLAZABAL AV.'],0,12,PEATON-CARGAS,PEATON,CARGAS,-58.49005682,-34.5786897
2020-0056,1,2020,11,5,SÁBADO,13.0,GRAL PAZ,"['PAZ, GRAL. AV.', 'ROCA, CNEL. AV.']",1,8,MOTO-CARGAS,MOTO,CARGAS,-58.47064556,-34.69843756
2020-0057,1,2020,11,0,LUNES,7.75,AVENIDA,"['NAZCA AV.', 'VIALE, LUIS']",1,11,PEATON-AUTO,PEATON,AUTO,-58.4750156,-34.61945902
2020-0058,1,2020,11,1,MARTES,16.0,AVENIDA,"['OLIVERA AV.', 'FALCON, RAMON L.,CNEL.']",1,10,PEATON-AUTO,PEATON,AUTO,-58.48727942,-34.63652467
2020-0059,1,2020,12,1,MARTES,6.583333333333333,CALLE,['BRASIL'],0,1,PEATON-PASAJEROS,PEATON,PASAJEROS,-58.3795169,-34.62794241
2020-0060,1,2020,12,3,JUEVES,20.5,AVENIDA,"['HOMERO', 'PERON, EVA AV.']",1,9,PEATON-MOTO,PEATON,MOTO,-58.47750832,-34.65672199
2020-0061,1,2020,12,3,JUEVES,14.666666666666666,AUTOPISTA,"['CANTILO, INT.', 'UDAONDO, GUILLERMO AV.']",1,13,MOTO-CARGAS,MOTO,CARGAS,-58.44927253,-34.54048625
2020-0062,1,2020,12,4,VIERNES,17.316666666666666,CALLE,['MORENO'],0,3,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,-58.39246272,-34.61253541
