ID,AÑO,MES_NOM,MES,DIA_SEMANA_NOM,DIA_SEMANA,ROL,VICTIMA,SEXO,EDAD
2020-0027,2020,MAYO,5,LUNES,0,PEATON,PEATON,MASCULINO,76
2020-0028,2020,MAYO,5,MARTES,1,PEATON,PEATON,MASCULINO,91
2020-0029,2020,JUNIO,6,MIÉRCOLES,2,PEATON,PEATON,MASCULINO,80
2020-0030,2020,JUNIO,6,MARTES,1,CONDUCTOR,MOTO,MASCULINO,40
2020-0031,2020,JUNIO,6,MARTES,1,CONDUCTOR,MOTO,MASCULINO,29
2020-0032,2020,JULIO,7,VIERNES,4,CONDUCTOR,MOTO,MASCULINO,21
2020-0033,2020,JULIO,7,DOMINGO,6,CONDUCTOR,AUTO,MASCULINO,32
2020-0034,2020,AGOSTO,8,DOMINGO,6,PEATON,PEATON,FEMENINO,30
2020-0035,2020,AGOSTO,8,MARTES,1,CONDUCTOR,MOTO,MASCULINO,40
2020-0036,2020,AGOSTO,8,VIERNES,4,PEATON,PEATON,MASCULINO,72
2020-0037,2020,AGOSTO,8,SÁBADO,5,PEATON,PEATON,MASCULINO,38
2020-0038,2020,AGOSTO,8,DOMINGO,6,CONDUCTOR,AUTO,MASCULINO,46
2020-0038,2020,AGOSTO,8,DOMINGO,6,CONDUCTOR,AUTO,MASCULINO,64
2020-0039,2020,SEPTIEMBRE,9,MARTES,1,PEATON,PEATON,MASCULINO,44
2020-0040,2020,SEPTIEMBRE,9,SÁBADO,5,CONDUCTOR,AUTO,MASCULINO,30
2020-0041,2020,SEPTIEMBRE,9,LUNES,0,CONDUCTOR,MOTO,MASCULINO,34
2020-0042,2020,SEPTIEMBRE,9,MARTES,1,PEATON,PEATON,FEMENINO,53
2020-0043,2020,SEPTIEMBRE,9,MIÉRCOLES,2,PEATON,PEATON,MASCULINO,64
2020-0044,2020,OCTUBRE,10,LUNES,0,CONDUCTOR,AUTO,MASCULINO,43
2020-0045,2020,OCTUBRE,10,LUNES,0,CONDUCTOR,AUTO,MASCULINO,50
2020-0046,2020,OCTUBRE,10,MARTES,1,CONDUCTOR,MOTO,MASCULINO,41
2020-0047,2020,OCTUBRE,10,MARTES,1,PEATON,PEATON,MASCULINO,15
2020-0048,2020,OCTUBRE,10,JUEVES,3,CONDUCTOR,MOTO,MASCULINO,41
2020-0049,2020,OCTUBRE,10,VIERNES,4,PEATON,PEATON,MASCULINO,36
2020-0050,2020,NOVIEMBRE,11,DOMINGO,6,PEATON,PEATON,FEMENINO,28
2020-0051,2020,NOVIEMBRE,11,JUEVES,3,CONDUCTOR,MOTO,MASCULINO,49
2020-0052,2020,NOVIEMBRE,11,SÁBADO,5,CICLISTA,BICICLETA,MASCULINO,44
2020-0053,2020,NOVIEMBRE,11,LUNES,0,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,27
2020-0054,2020,NOVIEMBRE,11,JUEVES,3,CICLISTA,BICICLETA,MASCULINO,59
2020-0055,2020,NOVIEMBRE,11,JUEVES,3,PEATON,PEATON,MASCULINO,91
2020-0056,2020,NOVIEMBRE,11,SÁBADO,5,CONDUCTOR,MOTO,FEMENINO,34
2020-0057,2020,NOVIEMBRE,11,LUNES,0,PEATON,PEATON,MASCULINO,84
2020-0058,2020,NOVIEMBRE,11,MARTES,1,PEATON,PEATON,MASCULINO,57
2020-0059,2020,DICIEMBRE,12,MARTES,1,PEATON,PEATON,FEMENINO,49
2020-0060,2020,DICIEMBRE,12,JUEVES,3,PEATON,PEATON,FEMENINO,69
2020-0061,2020,DICIEMBRE,12,JUEVES,3,CONDUCTOR,MOTO,MASCULINO,45
2020-0062,2020,DICIEMBRE,12,VIERNES,4,CICLISTA,BICICLETA,MASCULINO,47
2020-0063,2020,DICIEMBRE,12,SÁBADO,5,PEATON,PEATON,MASCULINO,38
2020-0063,2020,DICIEMBRE,12,SÁBADO,5,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,21
2020-0065,2020,DICIEMBRE,12,SÁBADO,5,CONDUCTOR,MOTO,MASCULINO,24
2020-0066,2020,DICIEMBRE,12,LUNES,0,CONDUCTOR,MOTO,MASCULINO,27
2020-0067,2020,DICIEMBRE,12,VIERNES,4,PEATON,PEATON,MASCULINO,51
2020-0068,2020,DICIEMBRE,12,SÁBADO,5,CONDUCTOR,MOTO,MASCULINO,71
2020-0069,2020,DICIEMBRE,12,MARTES,1,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,25
2020-0070,2020,DICIEMBRE,12,JUEVES,3,PEATON,PEATON,FEMENINO,81
2020-0071,2020,DICIEMBRE,12,JUEVES,3,PEATON,PEATON,MASCULINO,4
2020-0072,2020,DICIEMBRE,12,SÁBADO,5,CICLISTA,BICICLETA,MASCULINO,42
2020-0073,2020,DICIEMBRE,12,DOMINGO,6,CONDUCTOR,MOTO,MASCULINO,56
2020-0074,2020,DICIEMBRE,12,DOMINGO,6,CONDUCTOR,AUTO,MASCULINO,39
2020-0075,2020,DICIEMBRE,12,MIÉRCOLES,2,PEATON,PEATON,MASCULINO,23
2020-0076,2020,DICIEMBRE,12,JUEVES,3,CONDUCTOR,AUTO,FEMENINO,78
2020-0077,2020,DICIEMBRE,12,VIERNES,4,CONDUCTOR,MOTO,FEMENINO,30
2020-0077,2020,DICIEMBRE,12,VIERNES,4,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,24
2020-0078,2020,DICIEMBRE,12,VIERNES,4,CICLISTA,BICICLETA,MASCULINO,26
2020-0079,2020,DICIEMBRE,12,DOMINGO,6,CONDUCTOR,MOTO,MASCULINO,28
2021-0001,2021,ENERO,1,MIÉRCOLES,2,CONDUCTOR,MOTO,MASCULINO,36
2021-0002,2021,ENERO,1,JUEVES,3,CONDUCTOR,MOTO,FEMENINO,47
2021-0003,2021,ENERO,1,DOMINGO,6,CONDUCTOR,MOTO,MASCULINO,27
2021-0004,2021,ENERO,1,LUNES,0,PEATON,PEATON,FEMENINO,61
2021-0005,2021,ENERO,1,LUNES,0,PEATON,PEATON,MASCULINO,73
2021-0006,2021,ENERO,1,MARTES,1,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,23
2021-0007,2021,ENERO,1,LUNES,0,CONDUCTOR,MOTO,MASCULINO,84
2021-0008,2021,ENERO,1,VIERNES,4,PEATON,PEATON,MASCULINO,28
2021-0009,2021,ENERO,1,SÁBADO,5,CONDUCTOR,MOTO,MASCULINO,31
2021-0010,2021,ENERO,1,SÁBADO,5,CONDUCTOR,MOTO,MASCULINO,28
2021-0011,2021,ENERO,1,MIÉRCOLES,2,PEATON,PEATON,MASCULINO,21
2021-0012,2021,ENERO,1,VIERNES,4,PEATON,PEATON,MASCULINO,30
2021-0013,2021,ENERO,1,DOMINGO,6,CONDUCTOR,MOTO,MASCULINO,41
2021-0014,2021,FEBRERO,2,MARTES,1,PEATON,PEATON,MASCULINO,28
2021-0015,2021,FEBRERO,2,SÁBADO,5,CONDUCTOR,MOTO,MASCULINO,26
2021-0016,2021,FEBRERO,2,DOMINGO,6,CONDUCTOR,AUTO,MASCULINO,22
2021-0017,2021,FEBRERO,2,MIÉRCOLES,2,CONDUCTOR,MOTO,MASCULINO,33
2021-0018,2021,FEBRERO,2,SÁBADO,5,PEATON,PEATON,MASCULINO,36
2021-0019,2021,FEBRERO,2,DOMINGO,6,CONDUCTOR,MOTO,MASCULINO,30
2021-0020,2021,FEBRERO,2,DOMINGO,6,PEATON,PEATON,FEMENINO,30
2021-0021,2021,FEBRERO,2,VIERNES,4,CONDUCTOR,MOTO,MASCULINO,39
2021-0022,2021,FEBRERO,2,DOMINGO,6,PASAJERO_ACOMPAÑANTE,PASAJEROS,MASCULINO,68
2021-0023,2021,MARZO,3,LUNES,0,CONDUCTOR,MOTO,MASCULINO,24
2021-0024,2021,MARZO,3,MIÉRCOLES,2,CICLISTA,BICICLETA,MASCULINO,5
2021-0025,2021,MARZO,3,JUEVES,3,CONDUCTOR,MOTO,MASCULINO,37
2021-0026,2021,MARZO,3,LUNES,0,CONDUCTOR,MOTO,MASCULINO,36
2021-0027,2021,MARZO,3,MARTES,1,CONDUCTOR,MOTO,FEMENINO,19
2021-0028,2021,MARZO,3,LUNES,0,PEATON,PEATON,MASCULINO,30
2021-0029,2021,MARZO,3,MIÉRCOLES,2,CONDUCTOR,AUTO,MASCULINO,26
2021-0030,2021,ABRIL,4,SÁBADO,5,PEATON,PEATON,MASCULINO,36
2021-0031,2021,ABRIL,4,MIÉRCOLES,2,PEATON,PEATON,FEMENINO,68
2021-0032,2021,ABRIL,4,SÁBADO,5,PEATON,PEATON,MASCULINO,60
2021-0033,2021,ABRIL,4,MIÉRCOLES,2,CONDUCTOR,AUTO,MASCULINO,33
2021-0034,2021,ABRIL,4,LUNES,0,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,26
2021-0035,2021,MAYO,5,LUNES,0,CONDUCTOR,MOTO,MASCULINO,24
2021-0036,2021,MAYO,5,DOMINGO,6,CONDUCTOR,MOTO,MASCULINO,36
2021-0037,2021,MAYO,5,MARTES,1,PEATON,PEATON,FEMENINO,58
2021-0038,2021,MAYO,5,VIERNES,4,CONDUCTOR,MOTO,FEMENINO,44
2021-0039,2021,MAYO,5,SÁBADO,5,CICLISTA,BICICLETA,MASCULINO,86
2021-0040,2021,MAYO,5,JUEVES,3,CONDUCTOR,MOTO,MASCULINO,27
2021-0041,2021,MAYO,5,JUEVES,3,PEATON,PEATON,MASCULINO,75
2021-0042,2021,MAYO,5,VIERNES,4,PEATON,PEATON,MASCULINO,39
2021-0043,2021,MAYO,5,SÁBADO,5,PEATON,PEATON,MASCULINO,50
2021-0044,2021,MAYO,5,MARTES,1,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,21
2021-0045,2021,MAYO,5,MIÉRCOLES,2,CONDUCTOR,MOTO,MASCULINO,22
2021-0046,2021,MAYO,5,LUNES,0,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,20
2021-0047,2021,JUNIO,6,MIÉRCOLES,2,CONDUCTOR,MOTO,MASCULINO,59
2021-0048,2021,JUNIO,6,JUEVES,3,CICLISTA,BICICLETA,MASCULINO,44
2021-0049,2021,JUNIO,6,JUEVES,3,CONDUCTOR,AUTO,MASCULINO,74
2021-0050,2021,JUNIO,6,JUEVES,3,CONDUCTOR,MOTO,MASCULINO,56
2021-0051,2021,JUNIO,6,MARTES,1,PEATON,PEATON,MASCULINO,73
2021-0052,2021,JUNIO,6,DOMINGO,6,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,19
2021-0053,2021,JUNIO,6,DOMINGO,6,PEATON,PEATON,MASCULINO,58
2021-0054,2021,JUNIO,6,MARTES,1,CONDUCTOR,MOTO,MASCULINO,41
2021-0055,2021,JUNIO,6,MARTES,1,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,47
2021-0056,2021,JULIO,7,VIERNES,4,CICLISTA,BICICLETA,MASCULINO,60
2021-0057,2021,JULIO,7,SÁBADO,5,CONDUCTOR,AUTO,MASCULINO,46
2021-0058,2021,JULIO,7,MIÉRCOLES,2,PEATON,PEATON,MASCULINO,24
2021-0059,2021,JULIO,7,JUEVES,3,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,44
2021-0060,2021,JULIO,7,JUEVES,3,PEATON,PEATON,FEMENINO,80
2021-0061,2021,JULIO,7,SÁBADO,5,PEATON,PEATON,FEMENINO,55
2021-0062,2021,JULIO,7,MARTES,1,CONDUCTOR,AUTO,MASCULINO,73
2021-0063,2021,AGOSTO,8,LUNES,0,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,31
2021-0064,2021,AGOSTO,8,LUNES,0,PEATON,PEATON,MASCULINO,37
2021-0065,2021,AGOSTO,8,VIERNES,4,PEATON,PEATON,FEMENINO,63
2021-0066,2021,AGOSTO,8,VIERNES,4,PEATON,PEATON,MASCULINO,59
2021-0067,2021,AGOSTO,8,DOMINGO,6,CONDUCTOR,MOTO,MASCULINO,27
2021-0068,2021,AGOSTO,8,DOMINGO,6,CONDUCTOR,MOTO,MASCULINO,39
2021-0069,2021,AGOSTO,8,VIERNES,4,PEATON,PEATON,MASCULINO,17
2021-0070,2021,AGOSTO,8,SÁBADO,5,CONDUCTOR,MOTO,MASCULINO,31
2021-0071,2021,AGOSTO,8,MARTES,1,PEATON,PEATON,MASCULINO,88
2021-0072,2021,SEPTIEMBRE,9,MIÉRCOLES,2,PEATON,PEATON,FEMENINO,57
2021-0073,2021,SEPTIEMBRE,9,SÁBADO,5,CICLISTA,BICICLETA,FEMENINO,76
2021-0074,2021,SEPTIEMBRE,9,LUNES,0,CONDUCTOR,MOTO,MASCULINO,55
2021-0075,2021,SEPTIEMBRE,9,MARTES,1,PEATON,PEATON,MASCULINO,65
2021-0076,2021,OCTUBRE,10,SÁBADO,5,CONDUCTOR,MOTO,MASCULINO,31
2021-0077,2021,OCTUBRE,10,LUNES,0,CONDUCTOR,MOTO,FEMENINO,31
2021-0078,2021,OCTUBRE,10,SÁBADO,5,CONDUCTOR,MOTO,MASCULINO,22
2021-0079,2021,OCTUBRE,10,LUNES,0,PEATON,PEATON,MASCULINO,30
2021-0080,2021,OCTUBRE,10,JUEVES,3,CONDUCTOR,MOTO,MASCULINO,32
2021-0081,2021,NOVIEMBRE,11,MARTES,1,CONDUCTOR,MOTO,MASCULINO,26
2021-0082,2021,NOVIEMBRE,11,SÁBADO,5,CONDUCTOR,MOTO,MASCULINO,38
2021-0083,2021,NOVIEMBRE,11,MARTES,1,CONDUCTOR,MOTO,MASCULINO,30
2021-0084,2021,NOVIEMBRE,11,JUEVES,3,CONDUCTOR,AUTO,MASCULINO,32
2021-0097,2021,NOVIEMBRE,11,JUEVES,3,CICLISTA,BICICLETA,MASCULINO,53
2021-0085,2021,NOVIEMBRE,11,SÁBADO,5,CONDUCTOR,MOTO,MASCULINO,49
2021-0086,2021,NOVIEMBRE,11,JUEVES,3,PEATON,PEATON,MASCULINO,75
2021-0087,2021,NOVIEMBRE,11,SÁBADO,5,PEATON,PEATON,FEMENINO,73
2021-0088,2021,DICIEMBRE,12,MIÉRCOLES,2,CONDUCTOR,MOTO,MASCULINO,45
2021-0089,2021,DICIEMBRE,12,JUEVES,3,CONDUCTOR,MOTO,MASCULINO,41
2021-0090,2021,DICIEMBRE,12,VIERNES,4,PEATON,PEATON,MASCULINO,73
2021-0091,2021,DICIEMBRE,12,SÁBADO,5,CONDUCTOR,MOTO,MASCULINO,24
2021-0092,2021,DICIEMBRE,12,DOMINGO,6,PEATON,PEATON,FEMENINO,50
2021-0093,2021,DICIEMBRE,12,LUNES,0,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,18
2021-0094,2021,DICIEMBRE,12,LUNES,0,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,43
2021-0095,2021,DICIEMBRE,12,JUEVES,3,CONDUCTOR,MOTO,MASCULINO,27
2021-0096,2021,DICIEMBRE,12,MIÉRCOLES,2,CONDUCTOR,AUTO,MASCULINO,60
